Date	Time	Qobs	Cali_Valid_Flag
2006-10-03	00:00	92	V
2006-10-04	00:00	91.77	V
2006-10-05	00:00	96.6	V
2006-10-06	00:00	154.1	V
2006-10-07	00:00	121.9	V
2006-10-08	00:00	117.3	V
2006-10-09	00:00	126.5	V
2006-10-10	00:00	117.3	V
2006-10-11	00:00	169.05	V
2006-10-12	00:00	125.35	V
2006-10-13	00:00	114.43	V
2006-10-14	00:00	106.84	V
2006-10-15	00:00	98.1	V
2006-10-16	00:00	92.69	V
2006-10-17	00:00	87.98	V
2006-10-18	00:00	83.49	V
2006-10-19	00:00	77.86	V
2006-10-20	00:00	71.19	V
2006-10-21	00:00	65.78	V
2006-10-22	00:00	60.84	V
2006-10-23	00:00	56.01	V
2006-10-24	00:00	52.1	V
2006-10-25	00:00	48.76	V
2006-10-26	00:00	43.93	V
2006-10-27	00:00	40.48	V
2006-10-28	00:00	37.26	V
2006-10-29	00:00	34.39	V
2006-10-30	00:00	30.94	V
2006-10-31	00:00	29.21	V
2006-11-01	00:00	27.72	V
2006-11-02	00:00	26.22	V
2006-11-03	00:00	23.92	V
2006-11-04	00:00	22.89	V
2006-11-05	00:00	19.67	V
2006-11-06	00:00	20.47	V
2006-11-07	00:00	19.78	V
2006-11-08	00:00	19.21	V
2006-11-09	00:00	18.52	V
2006-11-10	00:00	17.71	V
2006-11-11	00:00	16.1	V
2006-11-12	00:00	16.22	V
2006-11-13	00:00	15.87	V
2006-11-14	00:00	15.07	V
2006-11-15	00:00	15.18	V
2006-11-16	00:00	14.49	V
2006-11-17	00:00	14.26	V
2006-11-18	00:00	14.61	V
2006-11-19	00:00	14.38	V
2006-11-20	00:00	16.56	V
2006-11-21	00:00	15.76	V
2006-11-22	00:00	14.72	V
2006-11-23	00:00	13	V
2006-11-24	00:00	12.08	V
2006-11-25	00:00	12.31	V
2006-11-26	00:00	12.19	V
2006-11-27	00:00	14.03	V
2006-11-28	00:00	12.19	V
2006-11-29	00:00	10.93	V
2006-11-30	00:00	11.27	V
2006-12-01	00:00	10.7	V
2006-12-02	00:00	9.89	V
2006-12-03	00:00	9.89	V
2006-12-04	00:00	9.32	V
2006-12-05	00:00	9.32	V
2006-12-06	00:00	9.6	V
2006-12-07	00:00	9.19	V
2006-12-08	00:00	8.9	V
2006-12-09	00:00	8.49	V
2006-12-10	00:00	8.06	V
2006-12-11	00:00	7.91	V
2006-12-12	00:00	7.36	V
2006-12-13	00:00	7.36	V
2006-12-14	00:00	7.36	V
2006-12-15	00:00	7.36	V
2006-12-16	00:00	7.35	V
2006-12-17	00:00	6.79	V
2006-12-18	00:00	6.79	V
2006-12-19	00:00	6.01	V
2006-12-20	00:00	6.79	V
2006-12-21	00:00	6.79	V
2006-12-22	00:00	5.87	V
2006-12-23	00:00	6.14	V
2006-12-24	00:00	5.5	V
2006-12-25	00:00	6.53	V
2006-12-26	00:00	5.89	V
2006-12-27	00:00	6.28	V
2006-12-28	00:00	4.98	V
2006-12-29	00:00	4.47	V
2006-12-30	00:00	6.14	V
2006-12-31	00:00	4.26	V
2007-01-01	00:00	3.31	V
2007-01-02	00:00	3.22	V
2007-01-03	00:00	3.22	V
2007-01-04	00:00	3.22	V
2007-01-05	00:00	3.94	V
2007-01-06	00:00	2.94	V
2007-01-07	00:00	3.7	V
2007-01-08	00:00	5.42	V
2007-01-09	00:00	2.94	V
2007-01-10	00:00	4.29	V
2007-01-11	00:00	3.22	V
2007-01-12	00:00	2.77	V
2007-01-13	00:00	3.86	V
2007-01-14	00:00	2.88	V
2007-01-15	00:00	4.07	V
2007-01-16	00:00	2.65	V
2007-01-17	00:00	2.76	V
2007-01-18	00:00	3.88	V
2007-01-19	00:00	2.42	V
2007-01-20	00:00	2.59	V
2007-01-21	00:00	2.51	V
2007-01-22	00:00	2.42	V
2007-01-23	00:00	3.36	V
2007-01-24	00:00	2.36	V
2007-01-25	00:00	2.23	V
2007-01-26	00:00	2.29	V
2007-01-27	00:00	2.29	V
2007-01-28	00:00	2.12	V
2007-01-29	00:00	2.17	V
2007-01-30	00:00	2.17	V
2007-01-31	00:00	2.17	V
2007-02-01	00:00	2.05	V
2007-02-02	00:00	1.99	V
2007-02-03	00:00	1.86	V
2007-02-04	00:00	1.81	V
2007-02-05	00:00	1.81	V
2007-02-06	00:00	1.75	V
2007-02-07	00:00	1.69	V
2007-02-08	00:00	1.73	V
2007-02-09	00:00	1.81	V
2007-02-10	00:00	1.86	V
2007-02-11	00:00	1.93	V
2007-02-12	00:00	1.86	V
2007-02-13	00:00	1.81	V
2007-02-14	00:00	1.81	V
2007-02-15	00:00	1.92	V
2007-02-16	00:00	1.92	V
2007-02-17	00:00	1.81	V
2007-02-18	00:00	1.99	V
2007-02-19	00:00	2.68	V
2007-02-20	00:00	2.44	V
2007-02-21	00:00	2.23	V
2007-02-22	00:00	2.29	V
2007-02-23	00:00	2.05	V
2007-02-24	00:00	2.12	V
2007-02-25	00:00	2.12	V
2007-02-26	00:00	2.12	V
2007-02-27	00:00	1.86	V
2007-02-28	00:00	1.86	V
2007-03-01	00:00	1.81	V
2007-03-02	00:00	1.75	V
2007-03-03	00:00	1.81	V
2007-03-04	00:00	1.69	V
2007-03-05	00:00	1.64	V
2007-03-06	00:00	1.87	V
2007-03-07	00:00	1.84	V
2007-03-08	00:00	1.51	V
2007-03-09	00:00	1.81	V
2007-03-10	00:00	1.76	V
2007-03-11	00:00	1.86	V
2007-03-12	00:00	1.83	V
2007-03-13	00:00	1.6	V
2007-03-14	00:00	1.6	V
2007-03-15	00:00	1.61	V
2007-03-16	00:00	1.51	V
2007-03-17	00:00	1.55	V
2007-03-18	00:00	1.6	V
2007-03-19	00:00	1.55	V
2007-03-20	00:00	1.73	V
2007-03-21	00:00	1.99	V
2007-03-22	00:00	2.12	V
2007-03-23	00:00	1.84	V
2007-03-24	00:00	1.93	V
2007-03-25	00:00	2.29	V
2007-03-26	00:00	2.42	V
2007-03-27	00:00	2.88	V
2007-03-28	00:00	2.88	V
2007-03-29	00:00	4.26	V
2007-03-30	00:00	2.76	V
2007-03-31	00:00	2.36	V
2007-04-01	00:00	2.12	V
2007-04-02	00:00	2.17	V
2007-04-03	00:00	2.29	V
2007-04-04	00:00	2.19	V
2007-04-05	00:00	2.29	V
2007-04-06	00:00	1.99	V
2007-04-07	00:00	1.86	V
2007-04-08	00:00	1.6	V
2007-04-09	00:00	1.75	V
2007-04-10	00:00	1.69	V
2007-04-11	00:00	1.6	V
2007-04-12	00:00	1.64	V
2007-04-13	00:00	1.64	V
2007-04-14	00:00	2.65	V
2007-04-15	00:00	2.88	V
2007-04-16	00:00	2.51	V
2007-04-17	00:00	2.36	V
2007-04-18	00:00	2.86	V
2007-04-19	00:00	8.81	V
2007-04-20	00:00	7.73	V
2007-04-21	00:00	3.24	V
2007-04-22	00:00	4.22	V
2007-04-23	00:00	2.59	V
2007-04-24	00:00	2.86	V
2007-04-25	00:00	3.71	V
2007-04-26	00:00	3.85	V
2007-04-27	00:00	2.36	V
2007-04-28	00:00	3.13	V
2007-04-29	00:00	4.43	V
2007-04-30	00:00	6.52	V
2007-05-01	00:00	7.56	V
2007-05-02	00:00	5.75	V
2007-05-03	00:00	7.36	V
2007-05-04	00:00	9.43	V
2007-05-05	00:00	10.81	V
2007-05-06	00:00	9.63	V
2007-05-07	00:00	7.82	V
2007-05-08	00:00	8.66	V
2007-05-09	00:00	7.96	V
2007-05-10	00:00	12.42	V
2007-05-11	00:00	11.5	V
2007-05-12	00:00	9.67	V
2007-05-13	00:00	20.13	V
2007-05-14	00:00	27.37	V
2007-05-15	00:00	15.3	V
2007-05-16	00:00	10.81	V
2007-05-17	00:00	9.96	V
2007-05-18	00:00	8.95	V
2007-05-19	00:00	8.15	V
2007-05-20	00:00	7.74	V
2007-05-21	00:00	6.91	V
2007-05-22	00:00	6.65	V
2007-05-23	00:00	5.93	V
2007-05-24	00:00	5.46	V
2007-05-25	00:00	5.29	V
2007-05-26	00:00	5.67	V
2007-05-27	00:00	10.25	V
2007-05-28	00:00	11.09	V
2007-05-29	00:00	9.25	V
2007-05-30	00:00	7.42	V
2007-05-31	00:00	6.23	V
2007-06-01	00:00	9.02	V
2007-06-02	00:00	11.48	V
2007-06-03	00:00	11.09	V
2007-06-04	00:00	9.74	V
2007-06-05	00:00	8.56	V
2007-06-06	00:00	11.62	V
2007-06-07	00:00	14.26	V
2007-06-08	00:00	14.15	V
2007-06-09	00:00	12.42	V
2007-06-10	00:00	12.31	V
2007-06-11	00:00	10.6	V
2007-06-12	00:00	11.45	V
2007-06-13	00:00	14.72	V
2007-06-14	00:00	13.23	V
2007-06-15	00:00	11.5	V
2007-06-16	00:00	13	V
2007-06-17	00:00	15.18	V
2007-06-18	00:00	16.56	V
2007-06-19	00:00	19.78	V
2007-06-20	00:00	22.2	V
2007-06-21	00:00	25.88	V
2007-06-22	00:00	19.67	V
2007-06-23	00:00	16.79	V
2007-06-24	00:00	15.64	V
2007-06-25	00:00	16.45	V
2007-06-26	00:00	16.79	V
2007-06-27	00:00	17.02	V
2007-06-28	00:00	24.15	V
2007-06-29	00:00	21.05	V
2007-06-30	00:00	18.17	V
2007-07-01	00:00	20.24	V
2007-07-02	00:00	21.05	V
2007-07-03	00:00	20.01	V
2007-07-04	00:00	21.97	V
2007-07-05	00:00	26.91	V
2007-07-06	00:00	25.99	V
2007-07-07	00:00	30.02	V
2007-07-08	00:00	30.36	V
2007-07-09	00:00	25.3	V
2007-07-10	00:00	27.37	V
2007-07-11	00:00	36.11	V
2007-07-12	00:00	35.31	V
2007-07-13	00:00	43.59	V
2007-07-14	00:00	44.05	V
2007-07-15	00:00	39.45	V
2007-07-16	00:00	45.31	V
2007-07-17	00:00	44.74	V
2007-07-18	00:00	38.76	V
2007-07-19	00:00	34.73	V
2007-07-20	00:00	33.58	V
2007-07-21	00:00	49.8	V
2007-07-22	00:00	48.19	V
2007-07-23	00:00	55.78	V
2007-07-24	00:00	49.22	V
2007-07-25	00:00	39.33	V
2007-07-26	00:00	42.32	V
2007-07-27	00:00	47.84	V
2007-07-28	00:00	50.72	V
2007-07-29	00:00	54.51	V
2007-07-30	00:00	54.17	V
2007-07-31	00:00	64.4	V
2007-08-01	00:00	58.08	V
2007-08-02	00:00	53.48	V
2007-08-03	00:00	60.15	V
2007-08-04	00:00	73.26	V
2007-08-05	00:00	131.1	V
2007-08-06	00:00	147.2	V
2007-08-07	00:00	113.74	V
2007-08-08	00:00	109.83	V
2007-08-09	00:00	119.6	V
2007-08-10	00:00	117.3	V
2007-08-11	00:00	107.76	V
2007-08-12	00:00	98.21	V
2007-08-13	00:00	92.35	V
2007-08-14	00:00	86.6	V
2007-08-15	00:00	89.24	V
2007-08-16	00:00	86.25	V
2007-08-17	00:00	100.05	V
2007-08-18	00:00	100.51	V
2007-08-19	00:00	93.61	V
2007-08-20	00:00	84.41	V
2007-08-21	00:00	81.19	V
2007-08-22	00:00	79.58	V
2007-08-23	00:00	74.18	V
2007-08-24	00:00	71.65	V
2007-08-25	00:00	67.85	V
2007-08-26	00:00	74.41	V
2007-08-27	00:00	63.94	V
2007-08-28	00:00	61.18	V
2007-08-29	00:00	55.32	V
2007-08-30	00:00	50.03	V
2007-08-31	00:00	45.89	V
2007-09-01	00:00	51.41	V
2007-09-02	00:00	51.41	V
2007-09-03	00:00	45.77	V
2007-09-04	00:00	39.79	V
2007-09-05	00:00	35.19	V
2007-09-06	00:00	32.55	V
2007-09-07	00:00	31.51	V
2007-09-08	00:00	31.74	V
2007-09-09	00:00	31.74	V
2007-09-10	00:00	27.72	V
2007-09-11	00:00	27.37	V
2007-09-12	00:00	27.83	V
2007-09-13	00:00	31.74	V
2007-09-14	00:00	32.66	V
2007-09-15	00:00	59.69	V
2007-09-16	00:00	50.14	V
2007-09-17	00:00	50.03	V
2007-09-18	00:00	46	V
2007-09-19	00:00	49.57	V
2007-09-20	00:00	52.33	V
2007-09-21	00:00	96.83	V
2007-09-22	00:00	85.56	V
2007-09-23	00:00	78.32	V
2007-09-24	00:00	76.36	V
2007-09-25	00:00	82	V
2007-09-26	00:00	73.72	V
2007-09-27	00:00	68.2	V
2007-09-28	00:00	80.96	V
2007-09-29	00:00	93.27	V
2007-09-30	00:00	90.62	V
2007-10-01	00:00	75.9	V
2007-10-02	00:00	69.81	V
2007-10-03	00:00	74.06	V
2007-10-04	00:00	81.77	V
2007-10-05	00:00	78.09	V
2007-10-06	00:00	71.88	V
2007-10-07	00:00	68.66	V
2007-10-08	00:00	67.97	V
2007-10-09	00:00	62.1	V
2007-10-10	00:00	64.52	V
2007-10-11	00:00	70.61	V
2007-10-12	00:00	91.2	V
2007-10-13	00:00	80.96	V
2007-10-14	00:00	84.53	V
2007-10-15	00:00	79.35	V
2007-10-16	00:00	75.44	V
2007-10-17	00:00	68.08	V
2007-10-18	00:00	65.55	V
2007-10-19	00:00	62.68	V
2007-10-20	00:00	58.65	V
2007-10-21	00:00	55.43	V
2007-10-22	00:00	53.36	V
2007-10-23	00:00	49.22	V
2007-10-24	00:00	46.58	V
2007-10-25	00:00	43.47	V
2007-10-26	00:00	44.05	V
2007-10-27	00:00	40.25	V
2007-10-28	00:00	36.69	V
2007-10-29	00:00	32.89	V
2007-10-30	00:00	30.13	V
2007-10-31	00:00	28.64	V
2007-11-01	00:00	26.68	V
2007-11-02	00:00	25.42	V
2007-11-03	00:00	25.3	V
2007-11-04	00:00	23.46	V
2007-11-05	00:00	22.08	V
2007-11-06	00:00	20.7	V
2007-11-07	00:00	19.67	V
2007-11-08	00:00	17.94	V
2007-11-09	00:00	17.25	V
2007-11-10	00:00	18.17	V
2007-11-11	00:00	20.13	V
2007-11-12	00:00	18.06	V
2007-11-13	00:00	17.02	V
2007-11-14	00:00	15.76	V
2007-11-15	00:00	15.41	V
2007-11-16	00:00	14.61	V
2007-11-17	00:00	13.92	V
2007-11-18	00:00	13.69	V
2007-11-19	00:00	13.46	V
2007-11-20	00:00	12.65	V
2007-11-21	00:00	11.96	V
2007-11-22	00:00	11.85	V
2007-11-23	00:00	11.62	V
2007-11-24	00:00	11.5	V
2007-11-25	00:00	11.39	V
2007-11-26	00:00	10.47	V
2007-11-27	00:00	10.24	V
2007-11-28	00:00	10.24	V
2007-11-29	00:00	10.24	V
2007-11-30	00:00	8.97	V
2007-12-01	00:00	9.66	V
2007-12-02	00:00	9.09	V
2007-12-03	00:00	8.97	V
2007-12-04	00:00	8.51	V
2007-12-05	00:00	8.51	V
2007-12-06	00:00	8.08	V
2007-12-07	00:00	7.94	V
2007-12-08	00:00	7.68	V
2007-12-09	00:00	7.68	V
2007-12-10	00:00	7.68	V
2007-12-11	00:00	7.42	V
2007-12-12	00:00	7.13	V
2007-12-13	00:00	6.79	V
2007-12-14	00:00	6.9	V
2007-12-15	00:00	6.79	V
2007-12-16	00:00	4.98	V
2007-12-17	00:00	7.16	V
2007-12-18	00:00	6.39	V
2007-12-19	00:00	6.27	V
2007-12-20	00:00	5.52	V
2007-12-21	00:00	5.67	V
2007-12-22	00:00	6.1	V
2007-12-23	00:00	4.67	V
2007-12-24	00:00	6.91	V
2007-12-25	00:00	5.06	V
2007-12-26	00:00	5.15	V
2007-12-27	00:00	4.82	V
2007-12-28	00:00	4.53	V
2007-12-29	00:00	4.22	V
2007-12-30	00:00	4.8	V
2007-12-31	00:00	4.03	V
